order_id,customer_id,order_date,delivery_status,order_total,payment_method
4254814926,59890331,4/21/2024 6:14,On Time,3818.33,Wallet
6074172790,14944819,7/26/2023 2:15,On Time,2008.84,Wallet
3381573131,67386193,7/16/2024 0:33,On Time,114.52,Cash
3773745777,67701771,5/2/2024 14:40,On Time,1488.19,Card
9251939156,89910157,12/30/2023 12:39,Slightly Delayed,891.6,Cash
3872982303,15484407,2/3/2024 1:04,On Time,1779.45,Wallet
2625987757,10769994,8/1/2023 7:42,On Time,169.88,UPI
3162249401,85519349,5/3/2024 13:21,On Time,4406.98,Cash
3108986741,49241309,10/17/2023 19:29,On Time,2401.92,Wallet
1851474741,23348269,11/1/2023 13:29,Slightly Delayed,3742.79,Card
2425099132,85016568,8/15/2023 1:15,On Time,2498.22,Wallet
6706793332,6247821,10/9/2024 21:50,Slightly Delayed,949.75,UPI
2149289255,57579640,11/1/2024 15:00,Significantly Delayed,2687.31,Cash
1971008155,2457734,10/23/2023 22:23,On Time,1866.01,Cash
2087093460,59329145,7/11/2024 11:31,On Time,4198.33,Card
2116712588,24043135,11/11/2023 20:33,On Time,44.35,Wallet
6054358790,59216664,1/26/2024 10:11,On Time,3217.7,Wallet
532660797,41008070,5/20/2024 6:25,Slightly Delayed,2683.73,UPI
1491991005,52215833,3/4/2024 8:49,On Time,3472.55,Wallet
4136019599,74179536,3/23/2024 18:38,On Time,1131.05,Wallet
2122832513,55028958,2/17/2024 19:48,Significantly Delayed,2037.94,UPI
3717703595,88965399,4/24/2023 21:33,On Time,1756.7,Card
3194733693,21866852,7/5/2023 10:13,Slightly Delayed,2552.88,UPI
4471162437,27971619,2/6/2024 12:38,On Time,3355.65,Card
1609331948,8791577,1/4/2024 14:06,On Time,3648.36,UPI
6920030794,70372270,6/24/2024 2:37,On Time,2936.64,UPI
5127172657,32293017,6/11/2024 18:11,Significantly Delayed,2185.5,Cash
8607115856,15931134,10/9/2023 4:42,On Time,739.34,UPI
7154957395,60700850,4/9/2023 10:10,On Time,2696.84,Wallet
2070762702,34761418,10/4/2023 10:20,Slightly Delayed,2457.2,Cash
3697242439,99361865,10/15/2024 12:30,On Time,2179.49,Cash
3063427913,75984768,9/21/2023 2:17,On Time,4419.03,Card
2060061337,29272253,4/15/2023 22:56,Slightly Delayed,3041.62,Wallet
4625892678,80371626,6/18/2023 19:23,On Time,3166.49,Wallet
6045698170,666589,1/24/2024 17:03,On Time,222.15,UPI
7876289647,98858383,8/7/2024 7:55,Slightly Delayed,3218.62,UPI
3434084714,46836361,2/2/2024 2:54,On Time,1179.41,Cash
9031695663,94730288,1/17/2024 1:23,Slightly Delayed,2316.01,Card
1955989715,77862447,12/27/2023 6:52,On Time,1931.35,Wallet
3459500455,16379942,12/18/2023 0:37,On Time,2581.78,UPI
5953376503,79169760,5/25/2024 3:53,Significantly Delayed,650.2,Wallet
121874867,94529626,3/28/2023 0:53,On Time,2596.92,UPI
2460545397,42872865,10/27/2024 11:26,Slightly Delayed,474.34,Wallet
9690050839,55803572,1/13/2024 2:34,On Time,2551.93,Wallet
2574349065,51547198,4/17/2024 14:33,On Time,4476.55,Wallet
2461936988,14428954,7/20/2023 23:11,Significantly Delayed,4196.95,Cash
6447596416,76987910,10/8/2023 18:18,On Time,4965.12,Card
7228452275,42262168,5/13/2023 1:06,On Time,326.42,Card
6696750742,5277675,4/2/2023 17:43,On Time,2509.56,Wallet
822235931,44410149,8/9/2023 7:17,Slightly Delayed,4866.15,Wallet
7678251499,17805991,4/23/2023 13:27,On Time,3141.37,Cash
2497341976,9097480,9/21/2023 9:06,On Time,3414.57,Wallet
9107314128,79591237,5/20/2024 16:19,On Time,545.49,Wallet
9855726256,8651281,5/17/2023 7:50,On Time,479.57,Card
9398719862,14991661,7/19/2024 9:22,On Time,4255,Card
379494532,9650263,7/7/2024 13:29,On Time,3609.27,UPI
1048784963,58942207,9/7/2023 13:18,On Time,1159.84,Card
4386246924,69632084,8/27/2024 10:06,Significantly Delayed,2026.78,Card
2050362692,79991320,10/30/2024 11:23,On Time,2363.42,Cash
4142963293,34567918,11/3/2024 3:45,On Time,3686.26,Cash
9753528654,61522288,7/26/2024 7:24,On Time,109.03,Cash
8126970833,14161586,9/14/2024 20:27,Significantly Delayed,4398.35,Wallet
9747814712,16359370,12/16/2023 15:38,On Time,2333.7,Wallet
6281619403,77921718,4/9/2023 18:56,On Time,3374.44,UPI
436184281,78614729,11/20/2023 12:36,Significantly Delayed,3147.92,Card
9799231260,22077605,3/7/2024 8:59,On Time,872.83,Wallet
4071811527,66023110,7/26/2023 15:38,Slightly Delayed,1872.01,Card
5645359563,87160527,8/8/2024 23:28,On Time,2624.29,Card
9411813703,62600289,9/25/2023 22:56,On Time,4433,Wallet
4270217473,54580166,2/1/2024 8:48,On Time,505.5,Cash
279851011,12967305,4/11/2023 9:45,On Time,3495.33,Card
6260524887,57081917,6/1/2024 6:43,On Time,2457.11,Card
5853998391,94453274,9/8/2023 2:48,On Time,949.22,Wallet
9931976872,8955057,6/24/2024 5:17,On Time,2487.83,Wallet
8432209832,90346920,3/20/2024 3:24,Slightly Delayed,3835.31,Wallet
6023721507,8791577,4/7/2024 0:19,On Time,1849.03,UPI
3042338919,76212152,5/17/2023 14:52,On Time,2765.06,Wallet
233646065,16379942,9/19/2023 22:28,On Time,578.85,Wallet
9870610018,94033330,2/8/2024 5:23,On Time,478.79,Card
1398230967,46876240,4/22/2024 9:58,On Time,1186.66,Card
8615488922,92209869,11/4/2023 0:06,Significantly Delayed,3803.34,Card
2748841057,33544355,12/30/2023 5:03,Significantly Delayed,1587.18,Card
1375867721,4862761,7/15/2024 16:57,On Time,2244.24,Cash
8595141097,96511007,3/31/2024 10:24,On Time,3385.77,UPI
4673382071,21784094,1/16/2024 13:25,Slightly Delayed,1479.69,UPI
2948696008,51872499,4/10/2024 10:05,On Time,3103.41,Cash
6839692624,64497538,11/19/2023 1:53,Significantly Delayed,4464.84,Cash
5770951298,75510747,10/2/2023 18:09,On Time,957.11,UPI
5084771819,6344345,8/29/2024 21:54,Slightly Delayed,1207.68,Cash
422403644,56548063,5/27/2023 23:26,Slightly Delayed,2331.5,UPI
7176758896,18394558,7/13/2023 12:50,On Time,2640.24,Cash
8252905093,42589311,4/21/2024 23:13,On Time,2315.77,Card
1488561572,75928073,8/27/2024 8:18,On Time,4053.52,Cash
6212984517,72702075,3/16/2024 21:47,On Time,1388.01,UPI
6309784337,26250082,5/6/2024 17:37,On Time,1905.92,Card
4613890018,53538932,10/24/2023 12:43,On Time,1545.79,Wallet
3429728472,64017365,3/31/2023 8:31,Slightly Delayed,4138.27,Cash
267738904,63368244,10/24/2023 23:10,Slightly Delayed,3596.07,Card
3850416839,57081917,7/1/2024 2:05,Slightly Delayed,5490.94,UPI
3412702479,86479284,12/24/2023 7:32,On Time,2344.83,Cash
2016183232,44928499,7/19/2023 4:15,Slightly Delayed,1934.43,Card
3810280204,84361534,10/26/2023 17:52,On Time,2956.37,Wallet
2416767295,767523,7/5/2024 3:36,Slightly Delayed,2358.76,Card
2283439407,46623192,7/14/2023 2:18,On Time,1216.8,UPI
4328802292,9738801,6/14/2023 19:43,Significantly Delayed,1926.12,Cash
7072715691,74195536,12/25/2023 19:14,On Time,2120.77,Cash
5640741373,90298394,5/10/2024 6:46,On Time,765.76,Card
6931094066,17159117,11/15/2023 21:59,On Time,2802.27,Card
3417088709,62629494,5/30/2024 17:24,Significantly Delayed,912.29,UPI
4424404315,9274874,7/16/2023 7:24,On Time,494.48,Wallet
2444087306,56250563,7/28/2023 8:25,On Time,2440.73,Wallet
486085268,51040116,12/11/2023 19:39,On Time,4749.99,UPI
1731312620,49795571,5/8/2023 20:32,On Time,843.21,Wallet
6475582506,82529927,9/23/2023 4:50,On Time,3895.25,Wallet
1868581378,93198324,3/29/2024 18:27,On Time,2065.81,Card
8884235937,20298398,8/9/2024 11:51,Slightly Delayed,1655.6,UPI
4590662628,87200291,1/10/2024 11:48,Slightly Delayed,3148.95,Cash
992302540,32203588,11/26/2023 21:32,On Time,198.72,Wallet
7169974633,59110513,10/16/2024 16:03,On Time,2475.21,UPI
6703651257,93198324,1/17/2024 1:26,On Time,727.87,Card
7180810221,20940403,9/10/2023 16:44,Slightly Delayed,657.8,Cash
7875587578,60967677,7/15/2024 8:47,Slightly Delayed,3351.74,Card
2578671497,76218218,1/25/2024 0:04,On Time,3603.94,Card
6284350691,57207678,6/20/2024 1:00,On Time,726.41,Wallet
5383261788,34588087,10/18/2023 21:18,On Time,3375.86,Wallet
6590867973,56441247,11/20/2023 8:37,On Time,1848.22,UPI
8787105023,81822935,5/7/2024 22:54,On Time,1443.64,Wallet
1402916311,14275043,4/23/2024 12:52,On Time,4553.36,Card
9715205272,52409516,10/21/2024 21:55,On Time,1189.17,UPI
3946852375,96253172,7/4/2024 12:26,On Time,150.99,Cash
3367039425,86050297,3/10/2024 3:46,On Time,703.11,UPI
687711388,52757321,2/2/2024 10:13,Slightly Delayed,1385.43,Card
647012431,34281470,6/16/2024 13:11,Significantly Delayed,3706.1,Card
7143278295,50557979,2/13/2024 15:28,On Time,1597.11,UPI
9736844695,31978160,4/9/2024 20:00,On Time,1608.11,Cash
5933289680,5751638,12/7/2023 4:30,Significantly Delayed,2950.6,Wallet
9494303116,98858383,7/21/2024 10:44,On Time,1538.49,Card
9337878102,9987182,5/16/2023 3:51,On Time,3119.18,Wallet
6872621077,77128325,9/14/2023 18:19,On Time,3611.43,Wallet
7330237253,28428852,12/7/2023 12:22,On Time,869.86,UPI
7942616242,33685414,9/30/2023 8:07,Significantly Delayed,1116,Wallet
238520071,77320193,2/20/2024 5:25,On Time,852.02,Cash
5812379362,46504355,8/5/2023 10:51,On Time,3865.78,Wallet
2616623847,49915498,1/19/2024 19:08,Slightly Delayed,3928,Cash
2040854480,40392019,12/10/2023 0:09,Significantly Delayed,946.86,Wallet
5456484560,62600289,9/26/2024 1:56,Significantly Delayed,1630.68,UPI
883309006,71229024,4/9/2024 8:12,Slightly Delayed,1427.84,Cash
6528341992,64497538,1/29/2024 3:28,Slightly Delayed,2360.73,Wallet
3263203775,44888581,9/28/2024 15:27,On Time,826.28,UPI
3660010934,83577942,1/31/2024 15:31,On Time,787.4,Wallet
7944885043,1683786,5/26/2024 8:18,On Time,4410.72,Card
2506369831,1529180,6/16/2023 13:05,Slightly Delayed,255.35,UPI
697061213,91196901,3/25/2023 9:41,On Time,4473.11,Card
7079057004,1507408,9/30/2023 8:52,Significantly Delayed,1946.09,Card
1556153632,67215939,5/4/2024 8:35,Slightly Delayed,1277.85,Wallet
2161235338,38902882,4/12/2024 15:00,Slightly Delayed,4431.77,Wallet
1247978468,97484394,7/19/2024 1:53,On Time,1662.15,UPI
5437627061,58505903,8/22/2024 2:04,On Time,910.19,UPI
9091960039,13455530,2/11/2024 9:54,On Time,1349.36,Card
619198317,81906973,11/20/2023 16:57,On Time,4216.63,UPI
9833179291,90372221,5/4/2023 18:32,On Time,483.05,UPI
4148760273,93122847,5/22/2024 1:40,On Time,994.97,UPI
7206041763,74694186,5/30/2023 19:17,On Time,162.67,Card
690097648,2684440,12/27/2023 20:11,Slightly Delayed,3471.29,Cash
4197061567,52757321,2/4/2024 3:20,On Time,3685.3,UPI
2009394836,55056284,10/24/2023 22:11,On Time,1159.53,UPI
277502363,88203688,12/28/2023 13:54,On Time,2682.72,Card
4356959622,38709137,1/16/2024 7:41,On Time,2128.54,Cash
174306009,87457446,8/9/2024 0:24,Significantly Delayed,2424.07,UPI
9582674091,34237583,8/16/2024 11:20,Significantly Delayed,951.43,UPI
8675579025,44409533,7/6/2024 11:59,On Time,2636.86,Card
5195999941,52757321,7/19/2024 18:51,Slightly Delayed,2298.98,Card
5210007923,97507853,10/1/2024 5:12,On Time,1278.93,Cash
6595771960,45700473,4/5/2023 3:22,On Time,4251.75,Cash
4247338382,34853377,12/5/2023 2:01,Significantly Delayed,989.88,Cash
819143326,88324928,1/10/2024 19:18,On Time,3284.6,Cash
3830844750,23996221,8/6/2023 15:56,On Time,1663.27,UPI
1687314172,82425179,3/13/2024 18:42,On Time,3835.73,Cash
6756007265,80850753,7/27/2023 18:19,On Time,1848.13,Wallet
489762747,19482392,9/27/2024 16:36,Significantly Delayed,766.2,Card
7509195875,42723554,11/26/2023 19:55,On Time,4237.4,Card
2370917070,5763963,7/25/2023 5:54,On Time,2639.9,Card
2055388266,119099,6/23/2023 6:31,Slightly Delayed,3722.37,UPI
8969304162,43052303,10/12/2023 14:44,On Time,1264.98,Wallet
5412674107,88111697,10/6/2024 21:41,On Time,2646.85,Cash
1536516619,15631726,11/25/2023 7:50,On Time,3466.59,Wallet
3858907413,89910157,7/27/2023 18:31,On Time,3427.43,Cash
4976389251,79478655,9/5/2023 10:02,On Time,1146.95,Card
2218319201,40587811,11/1/2024 2:59,On Time,1216.48,Wallet
6729422433,68159723,7/19/2023 13:45,Slightly Delayed,3405.78,UPI
1354097448,98687927,6/21/2023 17:33,On Time,3401.69,Card
8952275304,81174361,8/31/2024 8:12,On Time,2474.23,Cash
436603801,54619715,12/28/2023 9:54,On Time,838.89,Cash
5273875984,9278983,5/31/2023 3:32,Slightly Delayed,2682.38,Cash
9290203003,21573815,4/1/2024 12:19,On Time,2133.39,Cash
6240982373,91243571,4/26/2023 3:12,On Time,3393.08,Cash
2718348206,5763963,11/8/2023 10:22,On Time,632.43,UPI
4903544026,57331847,5/11/2024 4:29,On Time,3778.46,Cash
2827266949,93675757,9/17/2024 7:51,Slightly Delayed,3334.82,Card
4278423074,67708491,12/17/2023 4:48,On Time,1073.53,Cash
645916247,76857266,10/10/2023 2:52,Significantly Delayed,4465.9,Cash
5816647866,81420960,9/26/2024 5:13,Significantly Delayed,2323.45,Cash
7282397914,97825663,7/14/2024 1:15,On Time,2043.65,Cash
3260611473,12832151,2/6/2024 13:34,Significantly Delayed,2731.48,Cash
8638163868,87718744,6/7/2023 3:25,On Time,4272.81,Card
177850987,51174875,11/7/2023 14:08,On Time,1934.67,UPI
9653859166,32987624,3/16/2023 19:23,Slightly Delayed,2978.36,Wallet
9991338690,98444183,7/29/2024 11:34,On Time,3273.99,Cash
1714593246,27698051,10/20/2024 9:52,On Time,1100.8,Wallet
9742461226,34095555,1/1/2024 0:24,On Time,949.56,UPI
3314393477,55170753,10/26/2024 13:36,On Time,934.75,Cash
4188317986,42366724,3/20/2023 1:44,Slightly Delayed,3448.71,Wallet
1646665366,51387106,7/26/2024 18:45,Slightly Delayed,1086.27,Wallet
9558804585,82700270,3/15/2024 11:58,Slightly Delayed,848.94,Card
9047652469,71902700,8/5/2024 3:13,On Time,370.06,Card
2893800377,57892837,3/22/2024 11:38,On Time,1966.14,Card
6139157985,88517890,2/3/2024 13:33,Significantly Delayed,1623.51,Wallet
6029394789,7591711,4/30/2023 6:03,Slightly Delayed,2118.04,UPI
5874940276,38875754,4/11/2024 6:28,On Time,546.43,UPI
5205211911,57662767,9/27/2024 18:32,Slightly Delayed,1098.4,Cash
5314758068,48776805,2/3/2024 0:17,Slightly Delayed,4183.29,Card
484869710,6756256,9/9/2023 11:46,On Time,1429.34,Cash
9957728938,25915909,8/5/2024 21:29,Significantly Delayed,1445.95,UPI
3136056666,57770044,4/29/2024 3:24,Slightly Delayed,211.25,UPI
4926104391,47206881,10/24/2023 7:42,Slightly Delayed,2029.88,Wallet
1827844756,16785724,4/7/2023 11:32,On Time,3372.28,UPI
7032037874,57291761,6/13/2024 19:06,On Time,1694.99,UPI
3779230503,46699982,7/11/2023 5:19,On Time,2781.39,Card
3473012553,89669139,2/16/2024 21:32,Significantly Delayed,5062.8,Card
7988504487,8164639,5/14/2024 11:32,On Time,3511.92,Wallet
7193792738,84572019,6/5/2024 15:34,On Time,2817.36,Card
1533583386,35912599,8/28/2023 20:16,On Time,4869.76,Wallet
7750989397,79672044,1/7/2024 1:01,On Time,4099.45,Wallet
4434816229,63292875,9/14/2023 6:52,On Time,1491.21,Wallet
6896732047,62068277,4/18/2024 17:58,On Time,321.33,Cash
4740837071,64795608,11/1/2023 15:26,On Time,5428.69,UPI
6649631729,75640174,9/30/2024 9:24,On Time,1082.76,Card
5351526726,75892474,3/28/2023 18:51,On Time,3077.83,Cash
1506082041,11446157,5/4/2023 7:48,On Time,4917.47,Card
1023260165,10683250,2/16/2024 19:06,On Time,741.67,Card
8257032403,17805991,9/18/2024 21:17,On Time,3177.73,Wallet
7216524192,72605638,9/1/2024 16:23,On Time,227.22,Card
8619795820,98687927,9/4/2024 9:17,Significantly Delayed,2686.37,Card
6494708839,25595836,6/18/2023 16:06,On Time,2789.77,Cash
9859249765,5039883,5/13/2024 13:57,On Time,1812.4,UPI
3528020011,33675108,11/12/2023 11:51,On Time,934.98,Cash
5937934264,90346920,9/11/2024 19:24,Slightly Delayed,3551.15,Card
2976477423,57213543,8/17/2023 7:32,On Time,1277.83,Wallet
1002438039,85198177,2/17/2024 3:28,On Time,3775.99,Card
2571163022,59345983,2/6/2024 22:03,Slightly Delayed,674.39,Cash
6850221497,21270783,7/21/2024 22:37,On Time,3496.28,UPI
4706569127,68016312,7/27/2023 18:37,On Time,687.19,Wallet
8168261752,65903057,4/22/2024 6:11,Significantly Delayed,1860.29,Card
5828325906,40587811,12/4/2023 11:40,On Time,4230.58,Wallet
5012271549,73061709,9/21/2024 10:04,Significantly Delayed,769.83,Cash
8110316958,61226835,1/30/2024 19:28,On Time,806.56,Wallet
3190808443,77618011,1/10/2024 8:50,On Time,2593.91,Cash
7175472728,9551011,9/12/2023 11:51,On Time,307.23,UPI
6011117738,24337950,1/7/2024 10:51,On Time,2539.66,Card
5592928753,46875863,8/23/2024 20:45,Slightly Delayed,3473.11,UPI
3952040848,31156674,5/9/2024 0:30,On Time,4818.61,UPI
7026479520,81994445,7/17/2024 22:05,On Time,1691.47,Cash
6572695161,64197854,3/18/2024 8:19,On Time,1671.67,Wallet
9090769419,66485571,9/2/2024 3:14,On Time,1819.14,Wallet
5979489110,22161071,9/7/2023 7:49,On Time,2337.12,Card
964698323,81763298,9/30/2024 23:16,On Time,2352.88,Wallet
2304242664,65815155,3/21/2024 8:29,On Time,1579.28,Card
2483843748,26040510,5/24/2023 9:19,On Time,1692.9,Wallet
2560588609,6291143,6/21/2024 1:18,On Time,319.34,UPI
9268920928,17805991,7/5/2023 12:33,On Time,1404.2,Cash
9554019312,6247821,9/8/2023 1:54,On Time,4088.52,UPI
3749174258,38902193,2/13/2024 7:46,Slightly Delayed,2618.07,Wallet
3947164241,95768401,11/4/2024 20:29,On Time,1463.39,UPI
487327038,67277562,10/5/2023 0:26,On Time,563.45,UPI
8830321199,93341057,8/10/2024 6:00,Slightly Delayed,46.62,Cash
3811318591,64940409,7/7/2023 12:56,On Time,1563.3,UPI
6795601573,46629917,12/13/2023 2:39,On Time,2301.92,Card
2348495717,86067293,6/27/2023 0:54,On Time,691.58,Cash
9505736584,63571453,6/4/2024 5:37,Significantly Delayed,826.21,Wallet
1857227304,99301505,3/19/2024 7:47,On Time,1443.5,Card
5506485302,66655397,5/19/2023 6:41,On Time,263.7,Cash
6074837981,61015113,4/20/2024 12:49,On Time,832.37,Card
4150569633,2903620,10/29/2023 11:22,Significantly Delayed,2206.06,Card
609838437,54619715,12/13/2023 4:58,On Time,310.69,Card
5229657139,18889370,10/3/2023 11:53,Slightly Delayed,3483.81,Cash
2589639350,64141971,8/1/2023 10:46,On Time,1917.97,UPI
7656948165,44410149,6/7/2023 10:23,Slightly Delayed,3332.9,Wallet
1806563605,25659794,12/24/2023 0:23,On Time,5747.38,Wallet
359819834,12755730,12/27/2023 12:39,Significantly Delayed,2060.96,UPI
1908423841,56441247,10/28/2023 4:57,On Time,881.17,UPI
299859815,2848415,1/16/2024 2:45,Slightly Delayed,1233.33,Wallet
923659418,25081012,4/16/2023 13:14,On Time,2700.37,Wallet
3560625119,82989313,5/13/2023 19:53,Slightly Delayed,2722.14,Wallet
7111490680,32500305,1/24/2024 19:15,Slightly Delayed,1337.06,Card
5766981431,93675757,1/14/2024 4:28,On Time,1178.42,UPI
8609945311,51670882,5/3/2024 10:00,On Time,2238.35,Wallet
1691260635,80796977,6/17/2024 10:23,On Time,3593.61,Card
8742091504,78254569,7/3/2023 23:26,Slightly Delayed,2783.84,Card
1997833025,72489544,7/28/2023 23:24,On Time,1074.29,UPI
3588296877,83404008,8/13/2024 8:04,Significantly Delayed,2748.08,Card
2404804990,81757554,12/24/2023 12:32,Slightly Delayed,3903.99,Wallet
8091385479,16082651,4/9/2024 15:13,On Time,317.8,UPI
7133174424,8513589,6/22/2023 3:24,On Time,4911.58,UPI
6110446321,78412820,10/27/2024 1:56,On Time,657.8,Wallet
6964586050,4597433,8/4/2024 18:38,On Time,2824.9,Cash
2351986014,85626346,4/21/2023 12:54,Slightly Delayed,3434.75,Wallet
352569720,65660660,6/23/2023 0:25,On Time,2081.26,Wallet
1235280275,46875863,8/9/2023 22:42,On Time,626.59,Cash
9399859705,57548210,10/29/2023 1:13,On Time,3915.04,UPI
7530379037,99729547,8/2/2024 19:47,On Time,1496.89,UPI
5952886441,16420489,3/12/2024 11:22,On Time,3604.38,Wallet
5815833211,31940833,2/8/2024 19:08,On Time,1691.9,Card
7307394687,47043878,5/1/2024 10:47,On Time,1894.83,Wallet
6033014029,29525287,10/21/2024 13:54,Slightly Delayed,1534.73,Cash
1409944718,39042103,8/19/2023 14:10,On Time,2483.94,UPI
1811382200,37915052,8/25/2023 19:03,On Time,3949.87,UPI
4485391413,11478478,12/21/2023 8:58,On Time,1293.18,Card
4076279641,89476734,7/12/2023 17:23,Slightly Delayed,4782.5,UPI
2965387566,47955004,8/16/2023 11:38,On Time,3578.47,Wallet
9397774189,92245432,6/28/2023 8:13,On Time,48.55,Cash
1437159967,68016312,6/7/2024 1:48,On Time,1315.84,Cash
8397785448,67952740,9/4/2024 2:53,On Time,1325.59,Wallet
2778606949,33675108,10/13/2024 13:58,On Time,3510.28,Card
1774096863,60656482,6/13/2023 5:30,On Time,2645.28,Wallet
1497256618,87220860,4/26/2023 23:27,On Time,5278.23,Card
734095510,56480776,6/3/2024 21:33,On Time,1614.08,Card
5755859055,79592021,10/30/2024 14:19,Significantly Delayed,354.52,Card
5840290569,99490786,9/18/2023 3:57,On Time,2578.09,Wallet
8200985533,1855421,1/8/2024 7:20,On Time,77.11,Card
3255590064,92642745,4/21/2023 4:37,On Time,1763.6,UPI
4258404747,27692428,10/11/2024 2:10,On Time,953.65,UPI
2455161115,27620326,1/29/2024 8:59,On Time,1010.85,UPI
4448004569,47215976,1/10/2024 2:02,On Time,2058.24,Card
5951090793,27878182,4/20/2024 19:08,On Time,2143.89,UPI
7402491996,92509376,7/14/2024 6:46,On Time,866.77,Card
8532411923,57360162,7/16/2024 18:56,Slightly Delayed,1071.82,Wallet
7130555385,37309023,1/16/2024 14:35,Slightly Delayed,1539.36,Cash
4338197132,66310963,10/11/2024 7:09,On Time,3327.67,UPI
8044366071,80833965,4/30/2023 13:56,On Time,2843.12,Card
4135251774,77961205,10/9/2024 11:47,On Time,2487.3,Card
6331483812,97411107,9/6/2024 22:45,Slightly Delayed,493.19,Wallet
6705171000,52417972,9/4/2023 20:28,On Time,1912.64,Wallet
7850128898,38478423,6/28/2024 7:30,Significantly Delayed,1427.18,Card
3602554049,65815155,7/28/2023 15:01,Significantly Delayed,3310.35,Wallet
1070259187,22738465,6/9/2023 11:06,On Time,517.77,Wallet
8412338399,2566268,10/28/2024 18:46,Slightly Delayed,3825.11,Card
1478022303,69353754,12/31/2023 15:58,On Time,841.61,Wallet
2376108199,81757554,5/13/2024 16:07,On Time,1751.17,Card
5243035202,10541231,10/20/2024 0:39,On Time,1688.35,Card
3687581971,81932548,10/5/2024 13:55,Slightly Delayed,1046.51,Cash
7008586055,96109948,5/24/2023 5:13,Significantly Delayed,2848.4,Wallet
5142069216,35459748,2/25/2024 15:03,On Time,2551.88,UPI
4152441944,92636025,4/25/2023 10:22,On Time,4483.92,UPI
5601670348,32830199,10/29/2024 0:23,Slightly Delayed,354.91,Cash
605105099,5039883,12/30/2023 8:15,On Time,3357.25,Cash
4054936140,28286754,4/19/2024 8:01,On Time,400.92,Cash
8741892156,66886852,11/15/2023 4:50,Slightly Delayed,2046.92,Card
